cluster,barcode,abo_url,system_id,year,marker,work_title,main_title
39,Z159579203,http://data.onb.ac.at/ABO/+Z159579203,AC09692458,1668,TravelogueD17 Orient; TravelogueD17 Asien,,"Diarium Oder Tage=Buch/ über Dasjenige/ So sich Zeit einer neun=jährigen Reise zu Wasser und Lande/ meistentheils in Dienst der vereinigten geoctroyrten Niederländischen Ost=Jndianischen Compagnie, besonders in denselbigen Ländern täglich begeben und zugetragen; Worbey der Jnnwohner Glauben/ Leben/ Sitten und Kleidung/ so mit Augen gesehen/ fleißig aufgeschrieben/ abgerissen und mit Kupffern gezieret/ zur besseren Nachricht verzeichnet worden; von Johann von der Behr/ Not. Publ. Caes."
39,Z15959440X,http://data.onb.ac.at/ABO/+Z15959440X,AC10356133,1678,TravelogueD17 Europa Asien Afrika; TravelogueD17 Orient,"Drie aanmerkelijke en zeer rampspoedige Reysen door Italien, Griekenlandt, Liflandt Moscovien, Tartarijen, Meden, Persien, Oost-Indien, Japan en verscheyden andere gewesten; (DE-588)1138849049","<<Joh. Jansz. Strauszens>> Sehr schwere/ wiederwertige/ und Denckwürdige Reysen/ Durch Jtalien/ Griechenland/ Lifland/ Moscau/ Tartarey/ Meden/ Persien/ Türckey/ Ost-Jndien/ Japan/ und unterschiedliche andere Länder; Worinnen Außerhalb der gewissen gründlichen Beschreibung ermeldeter Oerter/ und derer Eygenschafft und Natur/ wunderliche Zufälle und warhafftige Geschichte/ angewiesen werden/ welche der Author selbst durch gefährliche Schiffbrüche/ Plünderungen/ schwere Dienstbarkeit unter den Türcken/ Persiern/ und Tartern/ grosse Hungers-noht/ Marter/ und vielerley Ungemacht/ ausgestanden. Angefangen Anno 1647. und vollbracht 1673. begreiffende die zeit gantzer 26. Jahre. Neben zweyen beygefügten Brieffen/ verhandelende den greulichen Mord/ Verrähterey und Ubergabe der Stadt Astracan, mit noch vielen Umständen; wie auch die mannigfaltige Gefahr und Elend/ so Cap. David Butler erlitten/ und zu Ispahan selbsten beschrieben hat. Verziehert mit vielen schönen Kupffer-stücken/; vom Authore selbst nach dem Leben gezeichnet. Aus dem Holländischen übergesetzet von A. M."
39,Z180618303,http://data.onb.ac.at/ABO/+Z180618303,AC10102242,1675,TravelogueD17 Arktis Europa,Spitzbergische oder Groenlandische Reise Beschreibung,<<Friderich Martens vom Hamburg>> Spitzbergische oder Groenlandische Reise Beschreibung gethan im Jahr 1671; Aus eigner Erfahrunge beschrieben/ die dazu erforderte Figuren nach dem Leben selbst abgerissen/ (so hierbey in Kupffer zu sehen) und jetzo durch den Druck mitgetheilet
39,Z155013304,http://data.onb.ac.at/ABO/+Z155013304,AC10054033,1673,TravelogueD17 Europa,<<The>> voyage of Italy; (DE-588)4686957-8,"Außführliche Reyse=Beschreibung Durch Jtalien; Worin gar artig und ordentlich beschrieben wird die Natur der Einwohner/ die Städte/ Kirchen/ Palläste/ Klöster/ Gräber/ Bibliothecen, Höfe/ Gärten/ Gemälde/ Bilder und allerley Antiquitäten. Wie auch Deren Fürsten und Herren Bündnüsse/ Regiment/ Reichthumb Einkommen/ Stärcke und Macht/ sampt einer Instruction vor Reisende; Beschrieben in Englischer Sprache durch H. Richard Lassel/ welcher zu fünff unterschiedlichenmalen als ein Hofmeister bey fürnehmen jungen Adelichen Personen Jtalien gesehen und durchgereiset/ nunmehr aber in unsere Teutsche Sprache übersetzet. Durch J. C. S."
39,Z182437208,http://data.onb.ac.at/ABO/+Z182437208,AC09743746,1675,TravelogueD17 Arktis Europa,Voyage des septentrionaux; 1671,<<Herrn Martiniere>> Neue Reise Jn die Nordischen Landschafften; Das ist: Eine Beschreibung Der Sitten/ Gebräuche/ Aberglauben/ Gebäuden/ und Kleidung der Norweger/ Lapländer/ Killopen/ Borandianer/ Siberianer / Samojeden/ Zemblaner und Eißlander/ Sampt einem Bedencken über den Jrrthum unser Erdbeschreiber/ wo nemlich Grönland und Nova Zembla liegen/ und wie weit sie sich erstrecken; Aus dem Englischen ins Deutsche übersetzet Durch Johann Langen
39,Z15957400X,http://data.onb.ac.at/ABO/+Z15957400X,AC09628950,1674,TravelogueD17 Asien Europa; TravelogueD17 Orient,Viaggi; (DE-588)1037094797,"<<Petri Della Valle,>> Reiß-Beschreibung in die Orientalische Länder"
39,Z181287203,http://data.onb.ac.at/ABO/+Z181287203,AC15336562,1696,TravelogueD17 Europa,Relation du voyage d'Espagne,<<Der Gräfin D'Aunoy>> Beschreibung ihrer Reise nach Spanien
39,Z180648204,http://data.onb.ac.at/ABO/+Z180648204,AC09757482,1678,TravelogueD17 Europa Arktis,"Vorstellungen des Norden, oder Bericht von einigen Nordländern, und absonderlich von dem so genandten Grünland; 1676",Norden/ Oder Zu Wasser und Lande im Eise und Snee/ mit Verlust Blutes und Gutes zu Wege gebracht/ und fleissig beschriebene Erfahrung und Vorstellung des Norden/ Auß Denen/ welche zu unterschiedenen Zeiten gelebet/ viel im Norden versuchet/ viel auch umbsonst angefangen und angewandt haben:; Auff guter Freunde Begehren zusammen gebracht dargereichet/ und fernen zu betrachten und zu vermehren/ von Rudolff Capel/ der H. Schrifft D. und Historiarum P. P. außgefärtiget
39,Z175174804,http://data.onb.ac.at/ABO/+Z175174804,AC10085465,1659,TravelogueD17 Europa Asien,Verae historiae; (DE-588)4227040-6,<<Lucian von Samosata auß Syrien>> Sinnreiches Gedichte Warhafftiger Geschichte/ und Seltzamer Gesichte/; Darin allerhand zur Kurtzweil lustige Händel erzehlet werden/ Was nemlich diesem uhralten Scribenten auff seiner Reise und Schiffahrt vorkommen/ wieviel Wunders er beydes in der Lufft und auff der VnterWelt gesehen/ wie mancherley Völcker er zu Wasser und Lande antroffen und bestritten/ endlich auch sowol der Seligverstorbenen liebliche Wohung/ als der Verdam[m]ten schröckliche Straffgrube/ erforschet und besuchet/; Auß dem Griechischen ins Deutsche übersetzet/ und mit nützlichen Anmerckungen erkläret durch A. H. B.
39,Z159573705,http://data.onb.ac.at/ABO/+Z159573705,AC09628947,1674,TravelogueD17 Orient; TravelogueD17 Afrika Asien,Viaggi; (DE-588)1037094794,"<<Petri Della Valle, Eines vornehmen Römischen Patritii>> Reiß-Beschreibung in unterschiedliche Theile der Welt/; Nemlich Jn Türckey/ Egypten/ Palestina/ Persien/ Ost=Jndien/ und andere weit entlegene Landschafften. Samt Einer außführlichen Erzehlung aller Denck= und Merckwürdigster Sachen/ so darinnen zu finden und anzutreffen; Nebenst den Sitten/ und Gebräuchen dieser Nationen und anderen Dingen/ dergleichen zuvor niemals von anderen angemercket und beschrieben worden; Erstlich von dem Authore selbst/ der diese Reisen gethan/ in Jtalianischer Sprach beschrieben/ und in vier= und fünfftzig Send=Schreiben in vier Theile verfasset: Nachgehends auß dieser in die Frantzösische und Holländische ; Anjetzo aber auß dem Original in die Hoch=Teutsche Sprach übersetzet/ mit schönen Kupfferen geziert/ und vieren wohlanständigen Registeren versehen"
39,Z178376102,http://data.onb.ac.at/ABO/+Z178376102,AC09676508,1672,TravelogueD17 Asien,Naauwkeurige Beschryvinge van Malabar en Choromandel; 1672,"Wahrhaftige Ausführliche Beschreibung Der Berühmten Ost=Jndischen Kusten Malabar Und Coromandel, Als auch der Jnsel Zeylon:; Samt dero angräntzenden und untergehörigen Reichen/ Fürstenthümen/ Ländern/ Städten/ vornehmsten Hafen/ Gebäuden/ Pagoden/ Gewächsen/ Thieren; der Einwohner Gestalt/ Sitten/ Kleidertracht/ Haushaltung/ Ceremonien: So wol auch der merkwürdigsten Kriegshändel/ Verlägerungen/ Feld= und Seeschlachten/ sonderlich zwischen den Portugesen und Holländern/ Handel= und Kaufmannschaften: Durchgehends verzieret mit neuen Landkahrten und Abbildungen der vornehmsten Städte/ Festungen/ Trachten/ Thiere/ Früchte/ etc. so in India selbst nach dem Leben gezeichnet/ und folgends mit Fleiß zu Kupfer gebracht: Benebst einer Umständlichen und Gründlichen Entdeckung der Abgötterey der Ost-Jndianischen Heyden, Malabaren, Benjanen, Gentiven, Bramines &c. So wol aus ihrem eigenen mit anhero gebrachten Vedam oder Gesetzbuch/ und urkündlichen Handgeschriften/ als Gespräch und Beywohnung ihrer vornehmsten Priester und Schriftgelehrten/ nachgespüret/ erforschet/ und widerleget: zusamt den Abbildungen ihrer Götzen nach dero eigenen Bildern gezeichnet und fürgestellet; Alles getreulich verfasset und ans Liecht gebracht Durch Philippum Baldæum, weiland Diener des Göttl. Worts auf Zeylon. Anitzo aber aus dem Niederländischen ins Hochteutsche mit Fleiß übergesetzt/ und mit einem vollständigen Register versehen"
39,Z180798408,http://data.onb.ac.at/ABO/+Z180798408,AC06341129,1664,TravelogueD17 Südamerika,,<<Der>> Americanischen Neuen Welt Beschreibung/; Darinnen deren Erfindung/ Lager/ Natur/ Eigenschaft/ Sitten/ Barbarey/ und unerhörte Grausamkeit der Einwohner/ Thier/ Vögel/ Fischen und anderer; Beneben einer wunderbaren Schiffart und Reise Beschreibung nach Brasilien Hans von Staden/ bürtig aus Homburg in Hessen; Was er vor selzame wunderbare Länder und wilde Leute gesehen; Was er innerhalb acht Jahren ausgestanden/ und wie der högste GOtt ihn aus so Vielfaltiger groser Gefahr erettet habe etc. Mit vielen nachdenklichen Fragen und nothwendigen Figuren ausgezieret und zusammen getragen; Durch Hans Just Wynkelmann
39,Z162737605,http://data.onb.ac.at/ABO/+Z162737605,AC15257577,1681,TravelogueD17 Asien Europa; TravelogueD17 Orient,Recueil de plusieurs Relations Et Traitez singuliers & curieux,Kurtzer Begriff etlicher Relationen und absonderlicher Curioser Tractätlein Herrn Johann Baptisten Taverniers/  Ritters und Freyherrns von Aubonne/; Welche in denen Sechs vorhergehnden Reisen/ als denen Zweyen absonderlichen Theilen / nicht haben können beygebracht werden/ Nunmehr aber/ an statt Des Dritten Theils/ die Fünf nachfolgende Stücke in sich begreiffen: I. Eine Relation von Japon/ die Ursache der Christen Verfolgung in denselben Jnsulen/ nebst einer Land=Karte vorstellend.II. Relation/ was bey Handlung der in Persien und Jndien/ so wol von dem König als der Französischen Compagnie Abgeordneten/ in Sachen/ die Kauffmannschaft betreffend/ vorgelauffen.III. Anmerkungen über die Ost=Jndianische Handlung/ und was vor Betrug dabey unterlaufen kan. IV. Eine neue und absonderliche Relation vom Königreich Tunquin/ nebst vielen Kupfer=Figuren und Land=Karten.V. Historie von der Holländer Verhalten in Asien; Nebst der Relation von dem innern Palast des Groß=Türken
39,Z155901003,http://data.onb.ac.at/ABO/+Z155901003,AC10133594,1697,TravelogueD17 Asien Europa Afrika; TravelogueD17 Orient,Journal des voyages,"<<Des Herrn de Monconys>> ungemeine und sehr curieuse Beschreibung Seiner Jn Asien und das gelobte Land/ nach Portugall/ Spanien/ Jtalien/ in Engelland/ die Niederlande und Teutschland gethanen Rejsen/; Worinne Er allerhand artige und nicht gemeine/ so chymische als medicinische mechanische und physicalische Experimenta, seine besondere Conversation mit berühmten und gelehrten Leuten/ einige relationes von frembden und raren Thieren/ wie auch Pflantzen/ nebst andern Curiositæten von alten Müntzen/ guten Schildereyen/ der Nationen sonderbaren Sitten/ und alle dem was sonst merckwürdiges auff Reisen vorkommt/ zum Theil angeführet/ zum Theil auch die Städte/ Gebäude/ Paläste/ Kirchen etc. nach ihrer Geometrie accurat und mit grossem Fleiß abgezeichnet hat; Alles mit schönen Kupffern versehen/ und anjetzo zum erstenmahl aus der Frantzösischen in die Hochteutsche Sprache; übersetzet von M. Christian Juncker"
