ko,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur
AC10806090,990043281510603338,http://data.onb.ac.at/ABO/%2BZ252847007,"Ferriol, Charles <<de>> ; (DE-588)123458595",Recueil de cent estampes représentant différentes nations du Levant; 1714-1715,,"<<Der>> wahrest= und neuetsen Abbildung des Türkischen Hofes Fortsetzung/; worinnen die übrige dem Königlichen Französischen Ambassadeur Herrn de Ferriol, Zeit seiner Gesandtschaft in Constantinopel im Jahr 1707 und 1708/ von einem geschichten Mahler nach dem Leben verfertigte Gemählde/ mit einem beglaubten Zusatz/ in sechs und funfzig Kupfer=Blatten gebracht worden. Nebst einer aus den bewährtesten Lateinisch= und Französischen Scribenten verfaßten Beschreibung",Fortsetzung,,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,zu finden bey Christoph Weigeln,"Weigel, Christoph; (DE-588)118630067","Felsecker, Adam Jonathan; (DE-588)133027929",1721,1721,"16 ungezählte Seiten, 103 Seiten, 52 Blätter Bildtafeln, 4 ungezählte gefaltete Blätter Bildtafeln","55 Illustrationen, 1 Notenbeispiel",55 ,,4°,"Die Illustrationen sind 55 Kupferstich-Illustrationen (von Christoph Weigel und Johann Kenkel), 1 Notenbeispiel. - Titelblatt in Rot- und Schwarzdruck ; Initialen ; Holzschnitt-Vignetten und Zierleisten","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0348 und 0349 ; Bibliografie Reiseliteratur Eutin. - Drucker Adam Jonathan Felsecker bibliografisch ermittelt",Ungezählte Seite 3-14: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Nürnberg zu finden bei Christoph Weigel/ gegen der Reichs=Post über/ 1721.,,ger,fre,Aus dem Französischen übersetzt,,,,,"Le Hay, Jacques; (DE-588)1015384447 .- Vanmour, Jean-Baptiste; (DE-588)128481404","Vanmour, Jean-Baptiste; (DE-588)128481404","Weigel, Christoph; (DE-588)118630067 .- Kenckel, Johann; (DE-588)123984599",,,,,,Hof; Türken; Bild; Osmanisches Reich; Gesandtschaft; Geschichte 1692-1695; Osmanisches Reich; Gesandtschaft; Geschichte 1696-1698,TravelogueD18 Asien; TravelogueD18 Orient,,498505-B.2; RARA .- 261664-B.2; MAG
AC11077200,990043989020603338,http://data.onb.ac.at/ABO/%2BZ156041307,"Hanway, Jonas ; (DE-588)118839462","<<An>> Historical Account of the British Trade over the Caspian Sea, With a Journal of Travels From London Through Russia Inta Persia; 1753; http://viaf.org/viaf/312525393",,"<<Herrn Jonas Hanway>> zuverläßige Beschreibung seiner Reisen, von London durch Rußland und Persien; und wieder zurück durch Rußland, Deutschland und Holland, in den Jahren von 1742 bis 1750:; worinnen die Großbritannische Handlung über die Caspische See, und überhaupt das Handlungswesen von Rußland, Persien, von der Tartarey, Türkey, von Armenien, China etc. mit den benachbarten und entfernten Nationen umständlich beschrieben; Wie auch das Merkwürdigste von den Reichen, Provinzen und Städten durch welche der Verfasser gereiset ist, und von der Lebensart, Landesbeschaffenheit, den Sitten, der Religion und den Gemüthsneigungen der Perser, Kosacken, Kalmucken, und anderer tartarischen Völker, aus langer Erfahrung ausführlich erzählet wird. Nebst einer unparteyischen Historie des großen Eroberers Nadir Kuli oder Kuli Chans, und aller Staatsveränderungen und Rebellionen, welche in diesem Jahrhunderte in Persien vorgefallen sind. Aus dem Englischen übersetzt. Mit vielen Landcharten nach den neuesten geographischen Beobachtungen und andern Kupfern",[1],,Hamburg und Leipzig,Hamburg; (DE-588)4023118-5 .- Leipzig; (DE-588)4035206-7,,bey Georg Christian Grund und Adam Heinrich Holle,"Grund, Georg Christian; (DE-588)143890182; Holle, Adam Heinrich; (DE-588)1037496191","Grund, Georg Christian; (DE-588)143890182 .- Holle, Adam Heinrich; (DE-588)1037496191",1754,1754,"12 ungezählte Seiten, 480 Seiten, 16 ungezählte Seiten, 6 gefaltete Blätter","13 Illustrationen, 6 Karten",13 ,6 ,4°,"Die Illustrationen sind 1 gestochenes Frontispiz (gestochen und signiert von C. Fritzsch, Hamburg 1754), 6 gestochene Karten, 3 Kupferstichillustrationen (gestochen und signiert von C. Fritzsch und F. N. Rolffsen), 9 illustrierende Kupferstich-Vignetten (gestochen und signiert von C. Fritzsch). - Holzschnitt-Vignetten und Initialen im Text","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 0562 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 637. - Werktitel nach Bibliografie Reiseliteratur Eutin","Ungezählte Seite 3-4: Druckprivileg für Kaiser Franz I., gezeichnet von Matthias Wilhelm von Haan. - Ungezählte Seite 5-12: Vorbericht des Verfassers",,ger,eng,Aus dem Englischen übersetzt,,,,,,,"Martini, David Johann; (DE-588)134113012 .- Rolffsen, Franz Nikolaus; (DE-588)130046809 .- Fritsch, Christian; (DE-588)130126004",,,Reisebericht,,,Reise; Geschichte 1742-1750; Russland; Iran; Orient; Handel,TravelogueD18 Orient; TravelogueD18 Europa Asien,,*48.F.28.29.(Vol.1); PRUNK
AC11640580,990045109080603338,http://data.onb.ac.at/ABO/%2BZ176747307,"Pococke, Richard ; (DE-588)11768757X",<<A>> description of the East and some other countries; 1743-1745; http://viaf.org/viaf/23146462712527772442,,<<Richard Pocockes Der Rechten Doctors und der Königl. Grosbrit. Gesellsch. der Wissensch. wie auch der Gesellsch. der Alterthümerforscher zu Londen Mitgliedes.>> Beschreibung des Morgenlandes und einiger anderer Länder; Aus dem Englischen übersetzet durch Christian Ernst von Windheim öffentlichen ordentlichen Lehrer der Weltweisheit auf der Friederichs Hohenschule zu Erlangen und von Sr. Hochwürden dem Herrn Canzler von Mosheim mit einer Vorrede versehen,Der erste Theil,,Erlangen,Erlangen; (DE-588)4015299-6 .- Leipzig; (DE-588)4035206-7,,Jm Verlage  des Stiftshauses,Stiftshaus; (DE-588)6147161-6,,1754,1754,"26 ungezählte Seiten, 457, das heißt 447 Seiten, 1 ungezählte Seite, LXXVI, das heißt 75 teilweise gefaltete Blätter, 1 ungezähltes Blatt Bildtafel, 2 mehrfach gefaltete Blätter Karten","76 Illustrationen, 3 Karten",76 ,3 ,4°,"Die Illustrationen sind 1 illustrierender Kupfertitel als Frontispiz, 2 Kupferstich-Karten, 75 Kupferstichillustrationen und Pläne. - Holzschnitt-Vignetten, Zierleisten und Initialen im Text ; Gedruckte Marginalien","Bibliografischer Nachweis: VD18 9060363X ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0830","Ungezählte Seite 3-6: Vorrede an die Leser. - Vorrede des Übersetzers Christian Ernst von Windheim, Datum Erlangen 03.1754. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Erlangen Jm Verlage des Stiftshauses, und in Leipzig zu finden bei Johann Carl Tetzschnern Universitäts=Buchdr. aus Erlangen. 1754.","Signaturformel: )(3, )(4, )()(4, )()()(2, A-Z4, Aa-Zz4, Aaa-Kkk4 ; Fehler in der Paginierung: Die Seitenzählung springt von Seite 120 auf Seite 131",ger,eng,Aus dem Englischen übersetzt,VD18 9060363X,,,"Windheim, Christian Ernst <<von>>; (DE-588)115445471","Mosheim, Johann Lorenz <<von>>; (DE-588)118737147",,,,,Reisebericht,,,Reise; Ägypten; Geschichte 1737/1738-1740; Orient,TravelogueD18 Afrika; TravelogueD18 Orient,,209230-C; MAG
AC05633841,990046451780603338,,"Volney, Constantin-François ; (DE-588)11880569X",Voyage en Syrie et en Égypte; 1787,,"<<C. F. Volney's>> Reise nach Syrien und Aegypten in den Jahren 1783, 1784, 1785; Aus dem Französischen übersetzt ; Mit Charten und Kupfern",,,Jena,Jena; (DE-588)4028557-1,Jena; (DE-588)4028557-1,bey Johann Michael Mauke,"Maucke, Johann Michael; (DE-588)103751095X","Maucke, Johann Michael; (DE-588)103751095X",,    ,2 Bände,,,,8°,,,,,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Reisebericht,,,Reise; Syrien; Naher Osten; Ägypten; Geschichte 1783-1785; Osmanisches Reich; Orient,TravelogueD18 Afrika Asien; TravelogueD18 Orient,,
AC05633843,990046451820603338,http://data.onb.ac.at/ABO/%2BZ174785500,"Volney, Constantin-François ; (DE-588)11880569X",Voyage en Syrie et en Égypte; 1787,,"<<C. F. Volney's>> Reise nach Syrien und Aegypten; in den Jahren 1783, 1784, 1785. Aus dem Französischen übersetzt. Mit Charten und Kupfern",Erster Theil,,Jena,Jena; (DE-588)4028557-1,Jena; (DE-588)4028557-1,bey Johann Michael Mauke,"Maucke, Johann Michael; (DE-588)103751095X","Maucke, Johann Michael; (DE-588)103751095X",1788,1788,"16 ungezählte Seiten, 318 Seiten, 2 ungezählte gefaltete Blätter Karten",2 Karten,,2 ,8°,2 Kupferstich-Karten. - Holzschnitt-Vignette im Text,"Bibliografischer Nachweis: Fromm VI, 26861 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0206 ; Tobler, Bibliographia Geographica Palaestinae, 135",,,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Reisebericht,,,Reise; Syrien; Naher Osten; Ägypten; Geschichte 1783-1785; Osmanisches Reich; Orient,TravelogueD18 Afrika Asien; TravelogueD18 Orient,,279407-B.1; MAG
AC05633848,990046451840603338,http://data.onb.ac.at/ABO/%2BZ174785603,"Volney, Constantin-François ; (DE-588)11880569X",Voyage en Syrie et en Égypte; 1787,,"<<C. F. Volney's>> Reise nach Syrien und Aegypten; in den Jahren 1783, 1784, 1785. Aus dem Französischen übersetzt. Mit Charten und Kupfern",Zweyter Theil,,Jena,Jena; (DE-588)4028557-1,Jena; (DE-588)4028557-1,bey Johann Michael Mauke,"Maucke, Johann Michael; (DE-588)103751095X","Maucke, Johann Michael; (DE-588)103751095X",1788,1788,"370 Seiten, 2 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Bildtafel",2 Illustrationen,2 ,,8°,Die Illustrationen sind 1 Kupferstich-Illustration (gestochen und signiert von J. C. J. Friedrich) und 1 Kupferstich-Plan,"Bibliografischer Nachweis: Fromm VI, 26861 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0206 ; Tobler, Bibliographia Geographica Palaestinae, 135",,,ger,fre,Aus dem Französischen übersetzt,,,,,,,"Friedrich, Jacob; (DE-588)142617628",,,Reisebericht,,,Reise; Syrien; Naher Osten; Ägypten; Geschichte 1783-1785; Osmanisches Reich; Orient,TravelogueD18 Afrika Asien; TravelogueD18 Orient,,279407-B.2; MAG
AC13017116,990048821930603338,http://data.onb.ac.at/ABO/%2BZ222104709,"Savary, Claude ; (DE-588)100405924",Lettres sur l'Égypte; 1785-1786,,"Zustand des alten und neuen Egyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung [et]c.; Aus dem Französischen des Herrn Savary. Mit Zusätzen und Verbesserungen von Johann Gottlob Schneider, Professor zu Frankfurt an der Oder. Mit einem Kupfer und einer Landkarte",[1],,Berlin,Berlin; (DE-588)4005728-8,Berlin; (DE-588)4005728-8,bey Johann Friedrich Unger,"Unger, Johann Friedrich Gottlieb; (DE-588)11729327X","Unger, Johann Friedrich Gottlieb; (DE-588)11729327X",1786,1786,"VIII, 344 Seiten, 2 ungezählte gefaltete Blätter","1 Illustration, 1 Karte",1 ,1 ,8°,Die Illustrationen umfassen 1 Kupferstich-Karte und 1 Kupferstich-illustration. - Holzschnitt-Vignetten im Text ; Fußnoten,"Bibliografischer Nachweis. Griep, Reiseliteratur und Geographica, 1230 ; Bibliografie Reiseliteratur Eutin ; Engelmann 169 ; Holzmann-Bohatta IV, 746 ; Chatzipanagioti-Sangmeister, 0950 ; Stuck I, 2921",Seite III-VIII: Vorrede,,ger,fre,Aus dem Französischen übersetzt,,,,,,,"Gürsch, Carl Friedrich; (DE-588)130385468",,,Briefsammlung; Reisebericht,,,Ägypten; Forschungsreise; Geschichte 1777; Ägypten; Landeskunde,TravelogueD18 Afrika; TravelogueD18 Orient,,29.V.17.(Vol.1); PRUNK
AC13017149,990048821960603338,"http://data.onb.ac.at/ABO/%2BZ222104904;
http://data.onb.ac.at/ABO/%2BZ222104801","Savary, Claude ; (DE-588)100405924",Lettres sur l'Égypte; 1785-1786,,"Zustand des alten und neuen Egyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung [et]c.; Aus dem Französischen des Herrn Savary. Mit einer Landkarte",Zweyter und dritter Theil,,Berlin,Berlin; (DE-588)4005728-8,Berlin; (DE-588)4005728-8,bey Johann Friedrich Unger,"Unger, Johann Friedrich Gottlieb; (DE-588)11729327X","Unger, Johann Friedrich Gottlieb; (DE-588)11729327X",1788,1788,"XXIV, 418 Seiten, 1 ungezählte gefaltete Karte",1 Karte,,1 ,8°,"Die Illustration ist 1 Kupferstich-Karte (""Allgemeine Charte von Egypten"", gezeichnet und gestochen von D. F. Sotzmann). - Fußnoten","Bibliografischer Nachweis. Griep, Reiseliteratur und Geographica, 1230 ; Bibliografie Reiseliteratur Eutin ; Engelmann 169 ; Holzmann-Bohatta IV, 746 ; Chatzipanagioti-Sangmeister, 0950 ; Stuck I, 2921",,,ger,fre,Aus dem Französischen übersetzt,,,,,,,"Sotzmann, Daniel Friedrich; (DE-588)104285850",,,Reisebericht; Briefsammlung,,,Ägypten; Forschungsreise; Geschichte 1777; Ägypten; Landeskunde,TravelogueD18 Afrika; TravelogueD18 Orient,,29.V.17.(Vol.2); PRUNK .- 29.V.17.(Vol.3); PRUNK
AC13017183,990048822050603338,http://data.onb.ac.at/ABO/%2BZ222105003,"Savary, Claude ; (DE-588)100405924",Lettres sur la Grèce; 1788; http://viaf.org/viaf/8463151474964300490003,,<<Savarys>> Reise nach Griechenland und Bemerkungen über die Türken; Aus dem Französischen,,,Leipzig,Leipzig; (DE-588)4035206-7,Leipzig; (DE-588)4035206-7,bey G. J. Göschen,"Göschen, Georg Joachim; (DE-588)118695916","Göschen, Georg Joachim; (DE-588)118695916",1789,1789,"3 ungezählte Seiten, 267 Seiten, 1 ungezählte gefaltetes Blatt Karte",1 Karte,,1 ,8°,Die Illustration ist 1 Kupferstich-Karte (gestochen und signiert von Johann Dorothea Philipp geb. Sysang).  - Titel-Kupfer,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann 537 ; Chatzipanagioti-Sangmeister, 0972",,,ger,fre,Aus dem Französischen übersetzt,,,,,,,"Sysang, Johanna Dorothea; (DE-588)131975048",,,Reisebericht; Briefsammlung,,,Reise; Griechenland; Geschichte 1779; Osmanisches Reich; Orient,TravelogueD18 Europa; TravelogueD18 Orient,,29.V.17.(Vol.4); PRUNK
AC14486205,990057674290603338,http://data.onb.ac.at/ABO/%2BZ257372408,"Jenne, Franz ; (DE-588)134005740",Jenne's Reisen,,Jenne's Reisen,"Erster Theil; von St. Petersburg bis Malta und von der Donaumündung bis in den Quadalquivir, durch einen Theil von Asien, und einige Städte in Afrika",,Frankfurt und Leipzig,Frankfurt am Main; (DE-588)4018118-2 .- Leipzig; (DE-588)4035206-7,,,,,1790,1790,"12 ungezählte Seiten, 544 Seiten, 17 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten,"Bibliografischer Nachweis: VD18 90620054 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0476",Ungezählte Seite 3-8: Vorrede,,ger,,,VD18 90620054,,,,,,,,,Reisebericht,,,Reise; Russland; Malta; Schwarzmeer-Gebiet; Südosteuropa; Osmanisches Reich; Frankreich; Spanien; Griechenland; Geschichte 1764-,TravelogueD18 Europa Asien Afrika; TravelogueD18 Orient,,739524-A.1; MAG
AC14486212,990057674310603338,http://data.onb.ac.at/ABO/%2BZ257372500,"Jenne, Franz ; (DE-588)134005740",Jenne's Reisen,,Jenne's Reisen,"Zweiter Theil; Nach dem Archipelagus, der europäischen Türkey, Moldau, Walachei, Siebenbürgen und Slavonien",,Frankfurt und Leipzig,Frankfurt am Main; (DE-588)4018118-2 .- Leipzig; (DE-588)4035206-7,,,,,1790,1790,"4 ungezählte Seiten, 506 Seiten, 8 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten,"Bibliografischer Nachweis: VD18 90620062 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0476",,,ger,,,VD18 90620062,,,,,,,,,Reisebericht,,,Reise; Griechenland; Osmanisches Reich; Südosteuropa; Ungarn; Österreich; Geschichte 1764-,TravelogueD18 Europa; TravelogueD18 Orient,,739524-A.2; MAG
AC14499956,990057728090603338,http://data.onb.ac.at/ABO/%2BZ25284710X,"Ferriol, Charles <<de>> ; (DE-588)1090011377",,,"Wahreste und neueste Abbildung Des Türckischen Hofes/; welche nach denen Gemählden/ so der Königliche Französische Ambassadeur, Monsr. de Ferriol, Zeit seiner Gesandtschafft in Constantinopel im Jahr 1707 und 1708. Durch einen geschickten Mahler nach den Leben hat verfertigen lassen/ Jn fünff und sechzig Kupffer=Blatten gebracht worden. Nebst einer aus dem Französischen ins Teutsche übersetzten Beschreibung",[1],,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,zu finden bey Christoph Weigeln; Gedruckt/ bey Adam Jonathan Felßecker,"Weigel, Christoph; (DE-588)118630067","Felsecker, Adam Jonathan; (DE-588)133027929",1719,1719,"16 ungezählte Seiten, 112 Seiten, 65 Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt",66 Illustrationen,66 ,,4°,Die Illustrationen sind 66 Kupferstich-Illustrationen (von Christoph Weigel und Johann Kenkel). - Initialen ; Titelblatt in Rot- und Schwarzdruck ; Vignetten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0348 ; Bibliografie Reiseliteratur Eutin",Ungezählte Seite 3-14: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Nürnberg/ zu finden bey Christoph Weigeln/ gegen der Reichs=Post über. Gedruckt/ bey Adam Jonathan Felßecker. 1719.,,ger,fre,Aus dem Französischen übersetzt,,,,,"Le Hay, Jacques",,"Weigel, Christoph; (DE-588)118630067 .- Kenckel, Johann; (DE-588)123984599",,,Reisebericht,,,,Travelogue D18 Asien Europa; TravelogueD18 Orient,,498505-B.1; RARA
